rank,name,price,sales7,gmv7,sales_total,gmv_total,commission,listed_days,shop,category,rating,reviews,sales_growth,source
101,"Bling Hair Gifts BEAKEY Makeup Sponge, Latex-Free Beauty Sponge for Blending, Makeup Sponges for Foundation Liquid Cream and Powder.",29.9,3678.0,119300.0,6795.0,223000.0,5.0,,Bling Hair Wigs Shop,发带发箍,,,2965.0,products_sales_us.csv
102,Tewiky Gold Box Chain Scalloped Shell Heart CZ Initial Necklace A–Z Micro Pave Letter Pendant For Valentine's Day gifts Dainty Gold Letter Elegant Necklace,,3652.0,47100.0,14200.0,185600.0,12.0,,Tewiky,项链,,,24.64,products_sales_us.csv
103,"Summervibes Dreamlover Wig Grip Band for Lace Front Wigs, Adjustable Elastic Wig Grip Headband Wig Band for Women",17.0,3626.0,66300.0,46500.0,781800.0,15.0,,Dreamlover Online,接发与假发配件,,,261.52,products_sales_us.csv
104,"YLNWH LED Earrings, Light Up Stud Earrings, Glowing Diamond Crown Pendant Earring for Women and Men, LED Jewelry for Party, Wedding, Birthday, Night Out, Disco, Festival",9.49,3587.0,35800.0,5429.0,50700.0,15.0,,Nuvilite,耳环,,,2229.22,products_sales_us.csv
105,"Women's Thick Seamless Cotton Hair Ties - 1PCS Random Color, High Stretching, No Damage Elastic Hair Accessory, Fashionable Hairband, Scrunchie, Stretchy Tie Band for Daily Ponytail Use",30.9,3565.0,124200.0,6667.0,234300.0,5.0,,WIG QUEEN,头绳,,,36.54,products_sales_us.csv
106,AISI HAIR Long Straight Clip In Hair Extensions Synthetic Hair Extensions 20 Inch 4PCS Thick Hairpieces for Women,,3553.0,71200.0,42400.0,1052700.0,5.0,,AISI HAIR BEAUTY,化纤接发&发片,,,543.66,products_sales_us.csv
107,"【Flash Sale】Men's Cowhide Elastic Adjustable Waist Leather Belt, Modern Easy-Release Ratchet Buckle, Elegant Design for Dress & Casual Wear, Men's Accessories, Gifts for Boyfriend, Gift Box Included, Leather Belts, Adjustable Waist Belt,summerwins summerw",,3547.0,42500.0,30700.0,457900.0,10.0,,VATAN SHOP,皮带,,,-15.51,products_sales_us.csv
108,"Fashion O Men‘s Sunglasses Case - Great for Cycling, Motorcycle Riding, Fishing & outdoors",,3535.0,111000.0,25500.0,825900.0,12.0,,Fihejyd Bloom,眼镜盒与配件,,,-11.89,products_sales_us.csv
109,Doores Clip in Hair Extensions 120g 7pcs 150g 9pcs 100% Human Hair Straight for Daily Use & Special Occasions for Women#tiktokshopbacktoschool,,3521.0,110700.0,50400.0,2048000.0,5.0,,Doores Hair Extensions,真人发接发&发片,,,22.0,products_sales_us.csv
110,UNice Glueless Yaki Straight Short Bob Wig with Drawstring Pre-cut 7x5 HD Lace Human Hair Wigs with Bleached Knots Beginner Friendly Natural Hairline Summer Wig SummerArrvials #SoHoChic #TikTokShopBackToSchool,,3505.0,334100.0,26000.0,2294900.0,3.0,,UNICE,真人发发块头套,,,334.32,products_sales_us.csv
111,Brazilian Virgin Human Hair Bundles 32inch 34inch Body Wave Straight Hair for Quick Weave 1 3 4 Bundles Natural Black Traditional Sew in Extension,,3481.0,107900.0,84700.0,1705600.0,3.5,,Lebeaute hair,真人发接发&发片,,,36.89,products_sales_us.csv
112,"Mother's Day Gift Women's Fashion Jewelry Set, Fashionable Jewelry, Heart Key Butterfly Design Rings, Dainty Stacking Rings, Stackable Rings, Adjustable Rings, Interlocked Stackable Rings, Beautiful Rings, Perfect Gift for Women &",1.5,3467.0,5585.19,14000.0,28500.0,8.0,,XUYU Jewelry,戒指,,,63.54,products_sales_us.csv
113,"EyeconicFinds Women's Oversized Polarized Sunglasses - Large Frames, UV400 Protection, Lightweight, Trendy, Anti-Glare Frames, Beachwear, Accessories for Women, Suitable for Large Faces, Ideal for Driving, B0250, Over-Glasses Frames",,3466.0,38600.0,19500.0,193600.0,10.0,,EyeconicFinds,镜框与镜片,,,-14.27,products_sales_us.csv
114,"Women's Colorblock Print Long Relaxed Fit Scarf-Poncho Set, Soft Comfortable Casual Shawl, Beach Outdoor Wear Sunproof Swimwear Coverup, All-Seasons Fashion Accessory for Spring Style Upgrade",,3462.0,29700.0,12200.0,104700.0,8.0,,Morning Glory,围巾&围脖,,,3544.21,products_sales_us.csv
115,WENNALIFE Clip in Hair Extensions Real Human Hair 7pcs 120g-150g 14 Inch to 24 Inch Jet Black to Platinum Blonde Balayage Ombre #tiktokshopbacktoschool #sohochic,,3446.0,170800.0,20600.0,998100.0,5.0,,WENNALIFE,真人发接发&发片,,,15.83,products_sales_us.csv
116,HD Wig Cap 2 Pieces Ultra-thin Wig Caps Invisible Nude Skinlike and Stretchy Wig Cap for lace front wig,16.6,3437.0,65500.0,42800.0,744400.0,13.0,,U&A HAIR SHOP,真人发接发&发片,,,49.43,products_sales_us.csv
117,1Pack Satin Hair Scrunchies for Women - Glossy Satin Scrunchies for Hair Satin Scrunchies for Girls Holiday Gift Silk Hair Tie No Damage Cute Satin Hair Scrunchie for Styling,16.6,3436.0,65600.0,42500.0,757800.0,13.0,,U&A HAIR SHOP,头绳,,,-17.68,products_sales_us.csv
118,"Hair Clips 2 Pack – Professional Alligator Clips For Hair, Hair Clips For Styling, Hair Styling Clips, Aligator Clips, Salon Hair Clips, Plastic Hair Clips",16.6,3436.0,65400.0,43200.0,749600.0,13.0,,U&A HAIR SHOP,发夹发簪,,,-18.71,products_sales_us.csv
119,"3 pieces No Bend Hair Clips, No Crease Hair Clips, Pin Curl Hair Clips for Makeup Hair Styling",16.6,3436.0,65600.0,43200.0,745000.0,13.0,,U&A HAIR SHOP,发夹发簪,,,-17.78,products_sales_us.csv
120,"New 2026 Ramiss Burmese Curly Crochet Human Hair Pre-Separated 50g/Pack Time-Saving, 40 Strands/Pack Mircale Knots Hot braids,4-5 Packs for Full Head Protective Styles Light Weight No Tension Reusable Feather Crochet Extension #SummerWins #DealsForYouDays",,3381.0,137900.0,11100.0,482200.0,6.0,,Ramiss Hair,真人发接发&发片,,,-1.6,products_sales_us.csv
121,"Women's Multicolor Sports Headbands, Workout Headbands, Leopard Print Elastic Sweat Absorbent Hair Bands, Suitable for Yoga Running Skincare Fashion Accessories",,3374.0,6963.34,8287.0,18000.0,8.0,,Shenzhen Songlin,头绳,,,666.82,products_sales_us.csv
122,OQ HAIR Burmese Curly Crochet Hair Natural Black Machine Made Feather Crochet Human Hair Extension Miracle Knots Boho Braids #SohoChic #TikTokShopBackToSchool #DealsForYouDays,,3371.0,249000.0,9691.0,713300.0,3.0,,OQ HAIR SHOP,真人发全机制头套,,,176.77,products_sales_us.csv
124,"Men's New Full Frame Square Glasses, Retro Dual Bridge Design, Imitation Wood Texture Temples, Metal Frame, Classic Fashion Decorative Eyewear, Trendy Vintage Eyeglasses, Square Frames Eyeglasses, Fashionable Frames Glasses, Stylish Trendy Eyewear",2.5,3360.0,9137.75,10300.0,30500.0,8.0,,GM Glaases,太阳镜,,,191.67,products_sales_us.csv
125,UNice 250% Density Reddish Brown Fluffy Afro Kinky Curly with Layered Finger Coil Ends Glueless 7x5 HD Lace Closure Human Hair Wigs No Slip Beginner-Friendly Natural Looking Summer Wig SummerArrvials #SoHoChic #TikTokShopBackToSchool,,3354.0,404700.0,24200.0,2717500.0,3.0,,UNICE,真人发发块头套,,,32.99,products_sales_us.csv
126,"Paleshy 4-Pack Women's Blue Light Blocking Glasses - Anti- Round Face Eyewear Set, 4 Fashion Frame Colors | Internet Celebrity Style Windproof No-Makeup Essential",10.66,3348.0,40300.0,51400.0,686000.0,15.0,,Elegant&Pure Shop,镜框与镜片,,,67.23,products_sales_us.csv
127,"Women's Round Dial Analog Quartz Watch, Luminous Watch for Party, Daily Clothing Decor, All-match Waterproof Watch for Birthday Gift with Box, Casual Stainless Steel Wristwatch, Quartz Wrist Watches",,3345.0,43100.0,40700.0,538400.0,8.0,,POEDAGAR SSS,女表,,,24.49,products_sales_us.csv
128,"Women's 10PCS 2in Metal Hairpins Kit - All-Seasons, Fade-Resistant Black Finish, Secure-Hold Bobby Pins for All Hair Types, Daily Use & Hairdressing Salons, 2 Inches",31.9,3279.0,119200.0,6910.0,253500.0,5.0,,WIG QUEEN,发夹发簪,,,17.36,products_sales_us.csv
129,"Summer 2025 Simple Polarized Shades Sunglasses For Everyday Use, Summer Geometric Frame Double Beam Fashion Stylish Sunglasses, Travel Accessories, Trendy Casual Sunglasses, Polarizing Sunglasses, Fashionable Frames Sunglasses, National Day Offers",3.6,3278.0,18400.0,346700.0,2934600.0,8.0,,JWH GLASSES,太阳镜,,,-33.29,products_sales_us.csv
130,"8 Sizes Invisible Ring Adjuster, Soft Silicone Ring Sizer for Loose Rings, Comfortable Ring Spacer Fits Most Women's & Men's Rings",8.7,3240.0,31100.0,98300.0,923800.0,15.0,,Amberart US,珠宝调节保护工具,,,1912.42,products_sales_us.csv
131,"Unisex Oversize Frame Aviator Safety Sunglasses - Men's Accessories, Cool Gifts for Guys, Ideal for Cycling, Driving, Oversized Unisex Sunglasses, Safety Sports Sunglasses",14.99,3217.0,54000.0,10500.0,171300.0,12.0,,NovaNook.,镜框与镜片,,,136.89,products_sales_us.csv
132,"Frodio Veralux™ Fiber Braided Top Water Wave Wig 13x6 Lace Front | Glueless, Wear & Go, Boho Braids Water Wave Wig – Premium Fiber, Beginner Friendly#SohoChic",,3215.0,252000.0,26600.0,2209400.0,5.0,,FRODIO,化纤前蕾丝头套,,,-11.09,products_sales_us.csv
133,"Humwam 2-in-1 Haircare Bonnet - Large Size Yellow Friction-Free Dreadlock Sleep Cap Hairbands & Scrunchies, Smooth Elastic Pantyhose, Breathable, Water-Resistant, UV Shield, Lightweight, Hand Wash, Styling",14.99,3201.0,52400.0,12000.0,194800.0,12.0,,GRT BEAUTY,头绳,,,117.46,products_sales_us.csv
134,"Unisex 2-Piece Retro Full-Rim Square Sunglasses - Lightweight Polycarbonate (PC) Frames with Metal Head Decoration, Men's Accessories, Women's Gifts for Beach & Daily Wear",15.5,3200.0,55800.0,8702.0,147000.0,13.0,,ShineThru,镜框与镜片,,,133.24,products_sales_us.csv
135,"BloomChic Women's Plus Size Black Statement Belt [M-6X] - Gold-Tone Buckle With Chain Detail, Regular Sizes 10-30, Casual Wrap Waist Belt for Dresses & Fall Outfits, Women's Fashion Accessories",6.1,3200.0,25500.0,5675.0,46000.0,12.0,,BloomChic,皮带,,,729.02,products_sales_us.csv
136,Lush Haute New Afro Headband with Curly in the End Wig Synthetic Hair Texture with Unique Bouncy Curls in the End 20 Inch Soft Curly Full Hair Headband Wigs Synthetic for Women No Leave out Glueless Wig,,3199.0,118700.0,14800.0,541800.0,10.0,,Lush Haute,化纤全机制头套,,,21.17,products_sales_us.csv
137,"Women's Elegant Butterfly & Heart Design Hoop Earrings, Fashionable Exquisite Hoop Earrings, Trendy All-match Jewelry as Gift for Daily & Party Decor, Heart Shaped Earrings, Versatile Earrings, Fashionable Jewelry Accessories, Earring Set",,3189.0,25200.0,5946.0,63500.0,8.0,,Wang Shuo Fashion Jewelry,耳环,,,764.23,products_sales_us.csv
138,"Tewiky Women's Silver Ankle Bracelet Set - Dainty Layered Waterproof Sparkly Herringbone Beaded Rope Chain, Adjustable Stackable Summer Beach Stylish Accessories, Jewelry Gift, Jewelry For Women, Womens Gifts, Anklets For Women",12.0,3185.0,39700.0,11100.0,156600.0,13.0,,Tewiky official,脚链,,,-8.35,products_sales_us.csv
139,"Men's & Women's 6-Pack Vintage Rectangle Frame Sunglasses Set - UV400 Sun Protective Casual Trendy Frames Sunglasses, Anti-UV Glasses, Luxury Fashion Accessories, Men's Gifts, Accessories For Women, Womens Sunglasses",11.99,3176.0,43500.0,41300.0,540200.0,12.0,,Urban Optic Shop,镜框与镜片,,,-10.28,products_sales_us.csv
140,Clip in Curly Hair Extensions 4PCS Long Wavy Synthetic Thick Hairpieces with Fiber Double Weft for Women Hair Full Head,,3170.0,38000.0,20100.0,274900.0,11.0,,YeseGohair,化纤接发&发片,,,49.95,products_sales_us.csv
141,"ZENOTTIC Daily Anti Blue Light Glasses for Men & Women, Rectangle TR90 Frame with Ultra Clean Lense & Adjustable Spring Hinge,Summer Wins,Gaming Essential",16.9,3169.0,61500.0,33200.0,616800.0,10.0,,ZENOTTIC,镜框与镜片,,,101.72,products_sales_us.csv
142,EVRY JEWELS Gold or Silver Plated Women's Hypoallergenic Forever Blessed Cross Necklace,9.99,3155.0,32100.0,8974.0,79200.0,15.0,,EvryJewels,项链,,,2848.6,products_sales_us.csv
143,"Handmade Cow Tag Belt Key Holder with Copper Initial – Custom Western Keychain for Men & Women, Texas-Inspired Cowboy Keychain, Fashion Accessory for Bags, Keys & Gifts",,3118.0,66500.0,15700.0,343700.0,15.0,,DFN INC,钥匙扣,,,-25.3,products_sales_us.csv
144,"YWIGS Crochet Human Hair for Miracle Knots Human Hair Feather Crocher Hair Human Hair for Miracle Knots Boho Braids Burmese Curly Pre-Separated 60g / Bundle, 4 to 5 Bundles Recommended #backtoschool #backtoschoolshopping #sohochic",,3116.0,128100.0,32600.0,1758300.0,5.0,,YWIGS,真人发接发&发片,,,-10.23,products_sales_us.csv
145,"EUNOIALENS Unisex Vintage Square Sunglasses 2-Pack - Transparent Plastic Full Rim Acetate Frames, Simple Eyewear Fashion Accessories, Shades for Gifting & Everyday Wear, Unisex Square Fit Value Backups Modern Trendy Sunglasses Acetate Sunglasses",12.27,3108.0,43500.0,11900.0,179900.0,15.0,,DS high quality goods,太阳镜,,,10.41,products_sales_us.csv
146,【Lowest Price】Tahikie Burmese Curly Crochet Human Hair For Miracle Knots Human Hair Feather Water Wave Curly Wave Crochet Human Hair For Miracle Knots Pre-Separated Recommended#RefreshedLook#SummerWins #DealsForYouDays #TikTokShopBackToSchool#SohoChic,,3106.0,165600.0,11800.0,600100.0,1.0,,Tahikie,真人发接发&发片,,,-13.67,products_sales_us.csv
147,"New Fashion Retro Square Frame Glasses, High Quality Versatile Trendy Casual Eyeglasses for Daily Wear, Trendy Vintage Eyewear for Men & Women, Stylish Square Frames, Fashionable Frames Glasses",2.6,3103.0,8795.08,14500.0,50800.0,8.0,,Oticala,太阳镜,,,147.45,products_sales_us.csv
148,Ramiss Brazilian Body Wave Straight Bundles Human Hair Quick Weave Bundles 2x6 4x4 Lace Closure with Bundles Virgin Human Hair Weave Bundles Traditional Sew in Extensions,18.8,3067.0,63600.0,9756.0,195100.0,6.0,,Ramiss Hair,真人发接发&发片,,,-14.59,products_sales_us.csv
149,GANIA Letter Layered Ankle Bracelets for Women Dainty Chain Initial Pendant Anklets Set Hypoallergenic A-Z Gifts for Girls Trendy Adjustable Size Waterproof Costume Accessories,12.0,3064.0,43000.0,129900.0,1597500.0,10.0,,GANIA,脚链,,,-31.93,products_sales_us.csv
150,Custom 360 Wave Cap - The Royalty Cap,14.4,3050.0,46300.0,63300.0,949500.0,20.0,,Royalty Headwear,帽子,,,-15.35,products_sales_us.csv
151,"5-Piece Waterproof Titanium Steel Bracelet Set, Rhinestone Star Design, Plated, Versatile Style, Unisex Jewelry, Stackable Bracelets",,3017.0,48200.0,7778.0,116300.0,8.0,,RinhooJewelry,手环与手链,,,1530.81,products_sales_us.csv
152,[30 Inch deep wave only $103]13x6 Deep Wave Lace Front Wigs Human Hair HD Full Lace Frontal Wigs Pre Plucked Bleached Knots Deep Curly Human Hair Wig for Women Natural Color,,3014.0,206600.0,8884.0,581100.0,1.0,,Zlzlblbl Hair Factory Store,真人发前蕾丝头套,,,45.25,products_sales_us.csv
153,"Leopard Print Satin Sleep Cap with Cute Bow and Bear Ears, Soft Velvet Hair Hat for Nighttime Hair Protection, Smooth and Healthy Hair Overnight",,3001.0,23900.0,3160.0,25600.0,8.0,,YOYO CAP,帽子,,,13540.91,products_sales_us.csv
154,"ZENOTTIC Daily Retro Sunglasses, High Quality Thick Full Rim Frame with Anti-Glare TAC Lenses UV400 Protection, Summer Outifit, Travel Essentials, Summer Wins",,2987.0,55700.0,24400.0,433900.0,10.0,,ZENOTTIC,太阳镜,,,27.87,products_sales_us.csv
155,"Women's Compact Preppy Look PU Leather Lip Balm Holder Keychain - Heart Design Keychain with Heart Mirror, Portable Lipstick Case Bag Charm, Mini Gifts for Teen Girls, Keychains For Women",2.0,2984.0,6022.0,2997.0,6047.87,12.0,,Gubercen,钥匙扣,,,22853.85,products_sales_us.csv
156,"KIMORN Women's Polarized Aviator Sunglasses - Tangle-Free Full Rim Metal Frame Glasses, UV400 Protection, Driving & Beach Use Accessories, Casual Frame Styles for Women, Accessories For Women, Glasses For Women",,2981.0,47100.0,6932.0,104000.0,15.0,,AE Glasses,太阳镜,,,-20.91,products_sales_us.csv
157,"2026 Unisex Large-Frame Fashion Glasses, Trendy Square Sunglasses, Square Framed Sunglasses, Trendy Beach Eyewear, Retro Design for Daily Wear, Photography, Travel, Beach, All Seasons, Vintage Trendy Sunglasses",2.86,2973.0,8902.13,20000.0,75600.0,8.0,,Bigger glasses,太阳镜,,,-44.07,products_sales_us.csv
158,"Skull Beanie 2025 - New Unisex Knitted Beanie Hat - High Quality Y2k Warm Beanies Running Cap, Breathable Elastic Material, Casual Style, Fashionable Hats, Letter Print Beanie",5.21,2945.0,19600.0,10000.0,90300.0,8.0,,Naiben Clothing,帽子,,,131.71,products_sales_us.csv
159,"GANIA Art-designed personalized name letter necklace, free of allergenic ingredients, with adjustable size. It is an excellent Valentine's Day gift for women and girls.",,2936.0,43200.0,60800.0,726700.0,10.0,,GANIA,项链,,,32.97,products_sales_us.csv
160,Bangjazz Transparent Ziplock Bag,,2933.0,26300.0,11300.0,156300.0,3.0,,bangjazzhair,发带发箍,,,646.31,products_sales_us.csv
161,Elastic Band for Hair Wig Lace Melting 1 Pcs Non Slip Soft Hair Band For Women,,2916.0,19100.0,24000.0,175600.0,3.0,,bangjazzhair,发带发箍,,,11.47,products_sales_us.csv
162,"Copper Bracelet for Women, Pure Copper Magnetic Bracelets, Natural Unique Gemstone, Gifts for Women Trendy Stack Bangle Trendy Jewellery Accessories Valentine’s Day gift.",6.59,2905.0,25900.0,5552.0,57900.0,14.0,,Lunaire Threads,手环与手链,,,2517.12,products_sales_us.csv
163,Lush Haute Headband Deep Wave Synthetic Wig 24 Inches Deep Wave Wigs for Women Glueless None Lace Wig with Headband Attached Synthetic Wigs,,2902.0,84300.0,9348.0,268100.0,10.0,,Lush Haute,化纤全机制头套,,,425.72,products_sales_us.csv
164,"5-Pack Cooling Helmet Liner Caps, Moisture-Wicking Breathable Pirate Head Wraps, Stretchy Adjustable Sports Outdoor Hat, Sweat-Absorbent Cooling Beanie for Motorcycle Cycling & Outdoor Riding, Adjustable Hat, Sports Outdoor Hats",10.49,2900.0,35700.0,4307.0,51700.0,15.0,,DDBD shop,帽子,,,962.27,products_sales_us.csv
165,AISI HAIR 4PCS 16 inch Clip-in Curly Hair Extensions Natural Lace Weft Tangle-Free Fiber Secure Fit for Women's Everyday & Special Occasion Use Wavy Synthetic Hair Soft Synthetic Hair,25.2,2881.0,78000.0,4941.0,137500.0,5.0,,AISI HAIR BEAUTY,化纤接发&发片,,,315.13,products_sales_us.csv
166,1 PC Adjustable Elastic Band for Wigs djustable Elastic Band for Wigs Removable Wig Band Nonslip Wig Strap Black Elastic Bands for Glueless Wig Making Wig Cap Accessories,20.99,2879.0,67400.0,12100.0,274000.0,3.0,,bangjazzhair,发带发箍,,,10.48,products_sales_us.csv
167,SIPHEW Classic Sunglasses for Women Polarized Driving Anti-Glare UV Protection,12.6,2852.0,38500.0,11300.0,154300.0,10.0,,SunniesHub,太阳镜,,,-9.32,products_sales_us.csv
168,GOO GOO Scalp Hair Fill-Ins Clip-Ins Hair Extensions Natural Coverage for Thinning Areas Remy Human Hair Lightweight and Invisible Straight Natural Summer Hair summer hairstyles #tiktokshopbacktoschool #sohochic,,2843.0,145700.0,6392.0,317800.0,5.0,,GOO GOO,真人发接发&发片,,,95.8,products_sales_us.csv
169,"Women's Elegant Geometric Print Two-Piece Set, Beach Sun Protection Long Robe & Scarf for All Seasons, Fashion Accessory, Beach Cover-Ups, Swimsuit Coverups, Swimwear Cover Up",12.9,2841.0,37900.0,3569.0,51600.0,8.0,,Trendy Moo,围巾&围脖,,,141950.0,products_sales_us.csv
170,"Boho Multi-Layer Faux Pearl Necklace for Women, Vintage Statement Fashion Jewelry, Versatile Gift for Daily Wear and Parties, String of Pearls, Trendy Necklace, Pearl Necklace Strand, Accessory Necklace",9.0,2836.0,28700.0,10300.0,108800.0,8.0,,Nyareya,项链,,,642.41,products_sales_us.csv
171,[26 inch only $119] Afterblack Burmese Curly Glueless Half Wig For Women Seamless Flip Over Drawstring Wig Wear Go Half Wig Invisible Hairline Glueless Curly Human Hair Beginner Friendly #HairStyle #TikTokShopSpringGlowUp#Summervibes#tiktokshopsummersale,,2834.0,285000.0,6479.0,664600.0,1.0,,After Black Hair Shop,真人发全机制头套,,,107.47,products_sales_us.csv
172,"IDC Side Style Flexfit Cotton Mens Hat - Fitted Black Cap with White Side Design, Original Flexfit Tech, Premium Cotton-Spandex Blend, Structured 6-Panel Mid-Profile, Premacurv Visor with 8-Row Stitching, for Sporty Chic, Casual Wear (Accessories Adults)",28.0,2833.0,74100.0,4025.0,110200.0,15.0,,TheDriveClothing,帽子,,,154.54,products_sales_us.csv
173,"Punk Rhinestone Vintage Fashion Glasses for Men Women, Metal Hinge Eyeglasses, Boho Decorative Lens Eyeglasses",2.57,2832.0,7765.89,18300.0,55500.0,8.0,,APAIRCIRCLE MALL,太阳镜,,,-0.04,products_sales_us.csv
174,"Women's Yaki Straight Layered U Part Wig, Glueless Clip-In Half Wig, Convenient Wigs, Realistic Natural Look, Heat-Resistant Synthetic Hair, Synthetic Material Wigs",,2825.0,60000.0,5599.0,104700.0,8.0,,Fancee Hair,化纤全机制头套,,,77.56,products_sales_us.csv
175,"Little Reminders Keychain for Women Men, You Are Enough Inspirational Keyring, Uplifting Gift for Friends",9.99,2816.0,25200.0,2817.0,25200.0,8.0,,EMkimi,钥匙扣,,,281500.0,products_sales_us.csv
176,JBEXTENSION No-bend Hair Clips No-crease Hair Clips Styling Duck Bill Clips No-dent Alligator Hair Barrettes for Salon Hairstyle Hairdressing Bangs Waves Women Girl Makeup Application 1 Pcs,4.49,2813.0,18400.0,76600.0,376900.0,10.0,,Jbextension.usa,发夹发簪,,,-31.74,products_sales_us.csv
178,"Back To School Sunglasses for Travel use, Fashion Fall/Summer 2026 Geometric Frame Double Beam Sun Protection Glasses Trends, Travel Accessories, Fall Outfits, Fall Freshness, Vacation Outfits",11.88,2808.0,39500.0,15200.0,202900.0,10.0,,GOECI,太阳镜,,,-12.8,products_sales_us.csv
179,"Nestoniyun Unisex Beer Lover Trucker Hat - Cotton-Polyester Trucker Style Snapback, Adjustable Mesh Dad Hat, Funny Gifts Accessories for Enthusiasts, Ideal for Parties, Barbecues, Snapback Trucker",,2807.0,28700.0,2823.0,28900.0,10.0,,Hat Time Machine-US,帽子,,,19950.0,products_sales_us.csv
180,Y2K Retro Fashion Tortoise Shell Polarized Sunglasses for Women Lightweight Square Frame High Quality Casual Summer Glasses Gift for Girlfriend backtoschool,8.72,2792.0,25900.0,2940.0,27300.0,12.0,,Halo Daily Shop,太阳镜,,,4553.33,products_sales_us.csv
181,"1PCS Mini Wide-Tooth Hair Comb, Portable Pocket-Sized Black Haircare Tool for Travel, Combs for Hair Heatless Grooming Accessory, Hair Combs",30.0,2781.0,100700.0,6994.0,242000.0,5.0,,WIG QUEEN,发夹发簪,,,50.98,products_sales_us.csv
182,"Kimorn Retro Small Oval Sunglasses for Women Men, Y2K Vintage Narrow Round Cateye Shades, UV400 Protection Summervibes",16.99,2778.0,35700.0,6475.0,84800.0,15.0,,AE Glasses,太阳镜,,,42.61,products_sales_us.csv
183,Bling Hair Deep Wave Lace Frontal Wig Transparent 13x4 13x6 HD Lace Frontal Human Hair Wigs Curly Human Hair Lace Frontal Wigs For Women backtoschool,,2756.0,235100.0,27500.0,1850000.0,1.0,,Bling Hair Fashion,真人发前蕾丝头套,,,34.57,products_sales_us.csv
184,EOM 14K Gold Plated Moissanite Waterproof Hip Hop Unisex Chained Ring Silver-Plated Jewelry Perfect Birthday Engagement Wedding Anniversary Gift for Men Women,,2755.0,36900.0,10900.0,147300.0,8.0,,EOM.Jewelry,戒指,,,228.76,products_sales_us.csv
185,KINHOPI Gold Big Hoop Earrings for Big Ear Men Cartilage Huggie Simple Clean Lightweight Gift Gold Plated Hoop men's accessories,14.99,2750.0,43500.0,15700.0,245400.0,10.0,,KINHOPI,耳环,,,40.59,products_sales_us.csv
186,"New 2026 Ramiss Burmese Curly Crochet Human Hair for Mircale Knots Boho Braids 4-5 Packs for Full Head, Pre-Separated 60g/Pack Time-Saving, 50 Strands/Pack Water Wave Machine Made Feather Crochet Human Hair Extension Pre Looped#SummerWins #DealsForYouDays",35.5,2744.0,110000.0,10100.0,456100.0,6.0,,Ramiss Hair,真人发接发&发片,,,84.78,products_sales_us.csv
187,"Simple Style Plain Color Skull Beanie for Men & Women, Casual Sportive Breathable Stretchy Beanie Hat for Outdoor Sports for Men & Women, Fitted Hats, Head Cover",,2718.0,5115.09,124400.0,1336900.0,8.0,,JOYOYO Beauty,帽子,,,43.89,products_sales_us.csv
188,"A special gift: a breathable ankle support strap, ankle brace, or sports ankle support strap, suitable for sports, fitness, running, rock climbing, cycling, tennis, healthcare, and other occasions. (SpringStatements)",10.48,2714.0,33100.0,13500.0,166200.0,14.0,,DDBD shop,服饰配件套装,,,162.48,products_sales_us.csv
189,"5 Pairs 14K Gold Plated Huggie Small Hoop Earrings Set for Women Men, Hypoallergenic Hoop Earrings for Cartilage, Lightweight Stackable Earrings for Sensitive Ears",12.99,2708.0,38800.0,9494.0,131700.0,12.0,,YIONIFI official,耳环,,,67.89,products_sales_us.csv
190,"Women's High-End Sense Personality Fashion Big Brand, P Polygonal High-End Sunglasses Frame,Men's Fashion Sunglasses",15.59,2706.0,40400.0,5834.0,84800.0,12.0,,moqushangmaoshop,镜框与镜片,,,306.92,products_sales_us.csv
191,Tewiky 14K Gold Plated Dainty Layered Waterproof Anklet For Women Adjustable Anklet Set Stackable Figaro Beaded Cuban Link Anklets Daily Clothing Decor For Beach Summer Trendy All-match & Exquisite Jewelry Gift For Women,,2688.0,32200.0,55500.0,712400.0,13.0,,Tewiky official,首饰套装,,,115.04,products_sales_us.csv
192,"Unisex Invisible Boat Socks - Thick, Soft Comfy, Non-Slip, Non Binding, Flat-Ready Grip Low-Cut Ankle Liners for Flats, Sneakers, Everyday Use, Assorted Colors in 3-Pair, 10-Pair Packs",,2686.0,20700.0,2691.0,20800.0,15.0,,DDBD shop,首饰套装,,,53620.0,products_sales_us.csv
193,"Men's Stainless Steel Fashion Jewelry Set, Casual Punk Cross Pendant Necklace Chain Bracelet Ring Set, Geometric Pattern, All Seasons Gift, Necklace and Bracelet Set",,2681.0,28900.0,6062.0,55300.0,8.0,,Fashion New Jewelry,首饰套装,,,4.16,products_sales_us.csv
194,"Clubmasters Sunglasses for Men, Chris Ray Vintage Club Master Y2K Shades",9.49,2662.0,27900.0,38100.0,387400.0,20.0,,Chris Ray Eyewear,太阳镜,,,-25.95,products_sales_us.csv
195,"YANIBEST Bonnet for Men Hair Bonnet for Sleeping Double Layer Satin Bonnets for Black Women Curly Hair Braids, men gifts, FathersDayGift, hats men，Haircare bonnetsilk #SummerWins#DealsForYoudays,clothes for back to school,first day of school outfits",13.59,2655.0,36400.0,10300.0,143500.0,15.0,,YANIBEST,帽子,,,315.49,products_sales_us.csv
